dept_no,dept_name,emp_no,first_name,last_name,to_date
d007,Sales,87234,Boriana,Mungall,9999-01-01
d007,Sales,87059,Girolamo,Leuchs,9999-01-01
d007,Sales,87060,Willard,Birdsall,9999-01-01
d007,Sales,87246,Boaz,Melichar,9999-01-01
d007,Sales,87526,Turgut,Lanphier,9999-01-01
d007,Sales,87115,Charlene,Zyda,9999-01-01
d007,Sales,87274,Hilari,Gide,9999-01-01
d007,Sales,87697,Sanjoy,Luit,9999-01-01
d007,Sales,87372,Maren,Stellhorn,9999-01-01
d007,Sales,87374,Sampalli,Maraist,9999-01-01
d007,Sales,87851,Aloys,Asser,9999-01-01
d007,Sales,87751,Lakshmi,Frolund,9999-01-01
d007,Sales,87852,Nikolaos,Pokrovskii,9999-01-01
d007,Sales,87806,Khatoun,Shokrollahi,9999-01-01
d007,Sales,87992,Moriyoshi,Iivonen,9999-01-01
d007,Sales,88010,Prodip,Ventosa,9999-01-01
d007,Sales,88032,Urs,Serra,9999-01-01
d007,Sales,88080,Mack,Heuser,9999-01-01
d007,Sales,88544,Yannik,Gilg,9999-01-01
d007,Sales,88269,Demin,Kaelbling,9999-01-01
d007,Sales,88340,Gad,Fiutem,9999-01-01
d007,Sales,88354,Lijia,Jiafu,9999-01-01
d007,Sales,88401,Evgueni,Eiter,9999-01-01
d007,Sales,88408,Rasiah,Skrikant,9999-01-01
d007,Sales,88754,Garnet,Thorensen,9999-01-01
d007,Sales,88776,Bedir,Kaiser,9999-01-01
d007,Sales,88600,Bernd,Ranze,9999-01-01
d007,Sales,88806,Laurentiu,Ernst,9999-01-01
d007,Sales,88806,Laurentiu,Ernst,9999-01-01
d007,Sales,88938,Rosine,Detkin,9999-01-01
d007,Sales,88975,Miomir,Baak,9999-01-01
d007,Sales,89154,Dietrich,Isaak,9999-01-01
d007,Sales,89022,Atilio,Orlowski,9999-01-01
d007,Sales,89026,Rafols,Siprelle,9999-01-01
d007,Sales,89051,Demos,Ritzmann,9999-01-01
d007,Sales,89179,Weijing,Kranzdorf,9999-01-01
d007,Sales,89074,Dmitry,Chandrasekhar,9999-01-01
d007,Sales,89425,Chandrasekaran,Baba,9999-01-01
d007,Sales,89265,Munir,Gopalakrishnan,9999-01-01
d007,Sales,89275,Menkae,Jonsson,9999-01-01
d007,Sales,89567,Kankanahalli,Masand,9999-01-01
d007,Sales,89381,Paraskevi,Anily,9999-01-01
d007,Sales,89573,Ute,Varley,9999-01-01
d007,Sales,89887,Zhonghui,Munro,9999-01-01
d007,Sales,89760,Mandell,Ducloy,9999-01-01
d007,Sales,89776,Seongbae,Remmers,9999-01-01
d007,Sales,90122,Taisook,Halevi,9999-01-01
d007,Sales,90052,Gill,Cangellaris,9999-01-01
d007,Sales,90329,Palash,Renear,9999-01-01
d007,Sales,90519,Syozo,Rodite,9999-01-01
d007,Sales,90714,Boriana,Manderick,9999-01-01
d007,Sales,90749,Martins,Vesna,9999-01-01
d007,Sales,90637,Kauko,Kusakabe,9999-01-01
d007,Sales,90812,Marie,Thibadeau,9999-01-01
d007,Sales,91058,Weijing,Litzkow,9999-01-01
d007,Sales,91080,Parviz,Skogmar,9999-01-01
d007,Sales,90857,Kish,Thisen,9999-01-01
d007,Sales,90862,Masadi,Billingsley,9999-01-01
d007,Sales,91093,Josyula,Luders,9999-01-01
d007,Sales,90880,Prodip,Einsfeld,9999-01-01
d007,Sales,90880,Prodip,Einsfeld,9999-01-01
d007,Sales,91113,Goncalo,Begiun,9999-01-01
d007,Sales,90931,Sadun,Rousseau,9999-01-01
d007,Sales,90936,Xinglin,Yavatkar,9999-01-01
d007,Sales,91139,Gererd,Quittner,9999-01-01
d007,Sales,91139,Gererd,Quittner,9999-01-01
d007,Sales,91150,Kwee,Schaad,9999-01-01
d007,Sales,91187,Shigehito,Falby,9999-01-01
d007,Sales,91225,Pranjal,Mamelak,9999-01-01
d007,Sales,91265,Somnath,Ohori,9999-01-01
d007,Sales,91420,Jacqueline,Suppi,9999-01-01
d007,Sales,91325,Phillip,Beutelspacher,9999-01-01
d007,Sales,91429,Shaunak,Pollock,9999-01-01
d007,Sales,91452,Nevio,Flasterstein,9999-01-01
d007,Sales,91475,Pranay,Raczkowsky,9999-01-01
d007,Sales,91496,Sven,Casperson,9999-01-01
d007,Sales,91566,Hongzue,Rohrbach,9999-01-01
d007,Sales,91521,Akeel,Murthy,9999-01-01
d007,Sales,91774,Hugo,Pietracaprina,9999-01-01
d007,Sales,91637,Gino,Menhoudj,9999-01-01
d007,Sales,91637,Gino,Menhoudj,9999-01-01
d007,Sales,91675,Parke,Wrigley,9999-01-01
d007,Sales,92063,Deniz,Olivero,9999-01-01
d007,Sales,92323,Florina,Azuma,9999-01-01
d007,Sales,92145,Marl,Schueller,9999-01-01
d007,Sales,92157,Ioana,Matzel,9999-01-01
d007,Sales,92415,Zorica,Lemarechal,9999-01-01
d007,Sales,92802,Alair,Luks,9999-01-01
d007,Sales,92592,Kirk,Lorho,9999-01-01
d007,Sales,92965,Weiye,Salinas,9999-01-01
d007,Sales,92987,Kiyotoshi,Emden,9999-01-01
d007,Sales,92878,Phule,Birjandi,9999-01-01
d007,Sales,92898,Gil,Ghazalie,9999-01-01
d007,Sales,93001,Kersti,Pusterhofer,9999-01-01
d007,Sales,93038,Chenyi,Michaeli,9999-01-01
d007,Sales,93080,Amstein,Heering,9999-01-01
d007,Sales,93241,Juichirou,Borstler,9999-01-01
d007,Sales,93254,Shigeo,Cichocki,9999-01-01
d007,Sales,93130,Kwun,Neimat,9999-01-01
d007,Sales,93321,Masako,Nivat,9999-01-01
d007,Sales,93150,Piyush,Papsdorf,9999-01-01
d007,Sales,93161,Giao,Garrabrants,9999-01-01
d007,Sales,93329,Shirish,Anily,9999-01-01
d007,Sales,93197,Arie,Magliocco,9999-01-01
d007,Sales,93203,Danel,Zizka,9999-01-01
d007,Sales,93329,Shirish,Anily,9999-01-01
d007,Sales,93344,Bernardo,Escriba,9999-01-01
d007,Sales,93221,Sanjit,McDermid,9999-01-01
d007,Sales,93357,Padma,Prochazka,9999-01-01
d007,Sales,93366,Heejo,Schach,9999-01-01
d007,Sales,93539,Stevo,Heystek,9999-01-01
d007,Sales,93412,Sivanarayana,Sinicrope,9999-01-01
d007,Sales,93416,Naftaly,Flowers,9999-01-01
d007,Sales,93551,Sanjay,Shrader,9999-01-01
d007,Sales,93430,Golgen,Baar,9999-01-01
d007,Sales,93433,Abdelkader,Tchuente,9999-01-01
d007,Sales,93433,Abdelkader,Tchuente,9999-01-01
d007,Sales,93576,Xuedong,Thorensen,9999-01-01
d007,Sales,93450,Jiakeng,Kieras,9999-01-01
d007,Sales,93611,Mizuhito,Gronowski,9999-01-01
d007,Sales,93634,Dietrich,Chelton,9999-01-01
d007,Sales,93520,Angel,Unni,9999-01-01
d007,Sales,93928,Tomoyuki,Axelband,9999-01-01
d007,Sales,93722,Tetsurou,Kavraki,9999-01-01
d007,Sales,93742,Shay,Ushiama,9999-01-01
d007,Sales,93763,Kazuhisa,Jullig,9999-01-01
d007,Sales,93932,Giap,Parveen,9999-01-01
d007,Sales,94164,Frazer,Naumovich,9999-01-01
d007,Sales,93960,Xianlong,Seghrouchni,9999-01-01
d007,Sales,94164,Frazer,Naumovich,9999-01-01
d007,Sales,94172,Ronnie,Bage,9999-01-01
d007,Sales,94008,Sumali,Itzfeldt,9999-01-01
d007,Sales,94042,Yonghoan,Bruckman,9999-01-01
d007,Sales,94287,Kiyokazu,Buchter,9999-01-01
d007,Sales,94332,Teiji,Sudbeck,9999-01-01
d007,Sales,94410,Iara,Schieder,9999-01-01
d007,Sales,94658,Basil,Kaelbling,9999-01-01
d007,Sales,94425,Kersti,Nergos,9999-01-01
d007,Sales,94462,Sadegh,Lukaszewicz,9999-01-01
d007,Sales,94680,Teruyuki,Baja,9999-01-01
d007,Sales,94833,Miyeon,Kleiser,9999-01-01
d007,Sales,94871,Kasidit,Chenney,9999-01-01
d007,Sales,94775,Moie,Kilgore,9999-01-01
d007,Sales,94914,Ranan,Preusig,9999-01-01
d007,Sales,95405,Phillip,Ellozy,9999-01-01
d007,Sales,95281,Kensyu,Savasere,9999-01-01
d007,Sales,95470,Roddy,Gajiwala,9999-01-01
d007,Sales,95322,Remzi,Demizu,9999-01-01
d007,Sales,95346,Jouko,Heering,9999-01-01
d007,Sales,95362,Yonghong,Zyda,9999-01-01
d007,Sales,95505,Tsz,Cooley,9999-01-01
d007,Sales,95670,Shaleah,Krybus,9999-01-01
d007,Sales,95549,Arun,Sooriamurthi,9999-01-01
d007,Sales,95601,Vincent,Guting,9999-01-01
d007,Sales,96084,Hauke,Piazza,9999-01-01
d007,Sales,96109,Jasminko,Chappelet,9999-01-01
d007,Sales,96122,Muzhong,Onuegbe,9999-01-01
d007,Sales,96753,Claude,Giveon,9999-01-01
d007,Sales,96521,Gro,Imataki,9999-01-01
d007,Sales,96556,Guttorm,Penn,9999-01-01
d007,Sales,96562,Abdulah,Ghemri,9999-01-01
d007,Sales,96769,Arun,Parascandalo,9999-01-01
d007,Sales,96617,Shirish,Peak,9999-01-01
d007,Sales,96630,Danai,Porenta,9999-01-01
d007,Sales,96958,Shaowen,Shihab,9999-01-01
d007,Sales,96648,Josyula,Perez,9999-01-01
d007,Sales,96989,Youpyo,Shobatake,9999-01-01
d007,Sales,96907,Masamitsu,Hiraishi,9999-01-01
d007,Sales,96911,Hirochika,Jeansoulin,9999-01-01
d007,Sales,97466,Valdiodio,Marwedel,9999-01-01
d007,Sales,97240,Yongmin,Krogh,9999-01-01
d007,Sales,97340,Vishu,Hiyoshi,9999-01-01
d007,Sales,97492,Dante,Schnabel,9999-01-01
d007,Sales,97648,Suvo,Kornyak,9999-01-01
d007,Sales,97523,Bikash,Suppi,9999-01-01
d007,Sales,97577,Masato,Perna,9999-01-01
d007,Sales,97677,Taegyun,Poulakidas,9999-01-01
d007,Sales,97695,Sreekrishna,Fendler,9999-01-01
d007,Sales,97723,Gou,Mapelli,9999-01-01
d007,Sales,97726,Guther,Veevers,9999-01-01
d007,Sales,97770,Horward,Keustermans,9999-01-01
d007,Sales,97781,Divine,Neimat,9999-01-01
d007,Sales,97938,Aiichiro,Plavsic,9999-01-01
d007,Sales,97848,Takanari,Unni,9999-01-01
d007,Sales,97870,Leah,Socorro,9999-01-01
d007,Sales,97885,Seshu,Edelhoff,9999-01-01
d007,Sales,98017,Sachio,Gils,9999-01-01
d007,Sales,97918,Adel,Pollacia,9999-01-01
d007,Sales,98018,Yongdong,Pileggi,9999-01-01
d007,Sales,98060,Tzvetan,Speckmann,9999-01-01
d007,Sales,98128,Kazuhisa,Ambroszkiewicz,9999-01-01
d007,Sales,98307,Douadi,Leijenhorst,9999-01-01
d007,Sales,98183,Masami,Besselaar,9999-01-01
d007,Sales,98663,Serenella,Segond,9999-01-01
d007,Sales,98377,Steve,Flanders,9999-01-01
d007,Sales,98485,Chiradeep,Homond,9999-01-01
d007,Sales,98697,JiYoung,Harbusch,9999-01-01
d007,Sales,98713,Stabislas,Luit,9999-01-01
d007,Sales,98753,Franziska,Murillo,9999-01-01
d007,Sales,98807,Aloys,Hanratty,9999-01-01
d007,Sales,98996,Parke,Kalloufi,9999-01-01
d007,Sales,99014,Adly,Siprelle,9999-01-01
d007,Sales,99023,Gill,Kusakabe,9999-01-01
d007,Sales,99050,Stevo,Krichel,9999-01-01
d007,Sales,99272,Yuriy,Birge,9999-01-01
d007,Sales,99307,Moto,Thibadeau,9999-01-01
d007,Sales,99643,Beshir,Babu,9999-01-01
d007,Sales,99400,Hitomi,Decaestecker,9999-01-01
d007,Sales,99438,Vidar,Prochazka,9999-01-01
d007,Sales,99443,Zita,Woycyznski,9999-01-01
d007,Sales,99451,Guenter,Riexinger,9999-01-01
d007,Sales,99481,Arnd,Akaboshi,9999-01-01
d007,Sales,99671,Tsuneo,Leppanen,9999-01-01
d007,Sales,99681,Henk,Tramer,9999-01-01
d007,Sales,99719,Sreekrishna,Ramamoorthy,9999-01-01
d007,Sales,99729,Dmitri,Porenta,9999-01-01
d007,Sales,99769,Xinyu,Winter,9999-01-01
d007,Sales,100142,Terresa,Isard,9999-01-01
d007,Sales,99966,Masali,Ferretti,9999-01-01
d007,Sales,99972,Jaana,Schaaf,9999-01-01
d007,Sales,100274,Fei,Miyakawa,9999-01-01
d007,Sales,100024,Godehard,Pelz,9999-01-01
d007,Sales,100042,Raimond,Turnbull,9999-01-01
d007,Sales,100279,Mingdong,Gustavson,9999-01-01
d007,Sales,100317,Xiaopeng,Lorys,9999-01-01
d007,Sales,100406,Yoshinari,Coors,9999-01-01
d007,Sales,100444,Arno,Itzigehl,9999-01-01
d007,Sales,100486,Radhakrishnan,Maksimenko,9999-01-01
d007,Sales,100673,Giri,Jiang,9999-01-01
d007,Sales,100686,True,Beausoleil,9999-01-01
d007,Sales,100746,Heather,Rehfuss,9999-01-01
d007,Sales,100534,Aamer,Luga,9999-01-01
d007,Sales,100933,Uli,Taneja,9999-01-01
d007,Sales,100555,Lucien,Gecsel,9999-01-01
d007,Sales,100965,Lucian,Bultermann,9999-01-01
d007,Sales,100998,Breannda,Portugali,9999-01-01
d007,Sales,101239,Toshimori,Khalil,9999-01-01
d007,Sales,101240,Oldrich,Perin,9999-01-01
d007,Sales,101414,Xiaoheng,DasSarma,9999-01-01
d007,Sales,101123,Henk,Wossner,9999-01-01
d007,Sales,101153,Manohar,Gill,9999-01-01
d007,Sales,101153,Manohar,Gill,9999-01-01
d007,Sales,101172,Nevio,Schoegge,9999-01-01
d007,Sales,101180,Subhada,Przulj,9999-01-01
d007,Sales,101505,Dietrich,Gornas,9999-01-01
d007,Sales,101445,Remzi,Dehkordi,9999-01-01
d007,Sales,101656,Yaghout,Kornyak,9999-01-01
d007,Sales,101587,Hironobu,Puppo,9999-01-01
d007,Sales,101608,Girolamo,Mundy,9999-01-01
d007,Sales,101690,Dante,Lally,9999-01-01
d007,Sales,101690,Dante,Lally,9999-01-01
d007,Sales,102479,Serap,Facello,9999-01-01
d007,Sales,101833,Cordelia,Couchot,9999-01-01
d007,Sales,101869,Zhanqiu,Siprelle,9999-01-01
d007,Sales,101878,Tetsushi,Stroustrup,9999-01-01
d007,Sales,102810,Jiafu,Birsak,9999-01-01
d007,Sales,102405,Kagan,Danlos,9999-01-01
d007,Sales,102433,Arch,Peek,9999-01-01
d007,Sales,102440,Yucai,Farrow,9999-01-01
d007,Sales,102870,Marsal,Alpay,9999-01-01
d007,Sales,102673,Stamatina,Vigier,9999-01-01
d007,Sales,102682,Oscar,Reutenauer,9999-01-01
d007,Sales,102942,Gretta,Vilarrasa,9999-01-01
d007,Sales,102692,Saniya,Lindenbaum,9999-01-01
d007,Sales,102728,Make,Jiang,9999-01-01
d007,Sales,102741,Palash,Naumovich,9999-01-01
d007,Sales,102962,Chirstian,Kobara,9999-01-01
d007,Sales,103575,Ugo,Verhaegen,9999-01-01
d007,Sales,103156,Yahiko,Schiper,9999-01-01
d007,Sales,103358,Takushi,Legleitner,9999-01-01
d007,Sales,103375,Khue,Fioravanti,9999-01-01
d007,Sales,103398,Nikolaos,Schreiter,9999-01-01
d007,Sales,103467,Kwangyoen,Glinert,9999-01-01
d007,Sales,103585,Juichirou,Dusink,9999-01-01
d007,Sales,103591,Moni,Vakili,9999-01-01
d007,Sales,103595,Zhensheng,Hutton,9999-01-01
d007,Sales,103776,Franziska,Ashish,9999-01-01
d007,Sales,103782,Sigeru,Baez,9999-01-01
d007,Sales,104073,Vitali,Peral,9999-01-01
d007,Sales,103898,Saeed,Rosin,9999-01-01
d007,Sales,103926,Jiafu,Camarinopoulos,9999-01-01
d007,Sales,104091,Shrikanth,Mawatari,9999-01-01
d007,Sales,104011,Masanao,Journel,9999-01-01
d007,Sales,104029,Alper,Pagter,9999-01-01
d007,Sales,104035,Sivanarayana,Chandrasekhar,9999-01-01
d007,Sales,104352,Xiaoheng,Samarati,9999-01-01
d007,Sales,104363,Mansur,Xiaoshan,9999-01-01
d007,Sales,104212,Bedrich,Driscoll,9999-01-01
d007,Sales,104402,Gonzalo,Molenaar,9999-01-01
d007,Sales,104404,Yoshinari,Usery,9999-01-01
d007,Sales,104610,Fusako,Peak,9999-01-01
d007,Sales,104682,Toshimori,Speek,9999-01-01
d007,Sales,104710,Munenori,Trogemann,9999-01-01
d007,Sales,104520,Vishv,Neimat,9999-01-01
d007,Sales,104536,Shooichi,Ernst,9999-01-01
d007,Sales,104772,Yannik,VanScheik,9999-01-01
d007,Sales,104866,Anestis,Gelosh,9999-01-01
d007,Sales,104931,Kristin,Delaune,9999-01-01
d007,Sales,104870,Nectarios,Peltason,9999-01-01
d007,Sales,105060,Manu,Rosin,9999-01-01
d007,Sales,105002,Jingling,Millington,9999-01-01
d007,Sales,105396,Sajjan,Strehl,9999-01-01
d007,Sales,105204,Ennio,Schaad,9999-01-01
d007,Sales,105226,Murthy,Menyhert,9999-01-01
d007,Sales,105264,Chrisa,Simkin,9999-01-01
d007,Sales,105296,Conor,Peha,9999-01-01
d007,Sales,105396,Sajjan,Strehl,9999-01-01
d007,Sales,105441,Abdelghani,Haldar,9999-01-01
d007,Sales,105603,Masoud,Sommer,9999-01-01
d007,Sales,105489,Jasminko,Sadowski,9999-01-01
d007,Sales,105634,Szabolcs,Mullainathan,9999-01-01
d007,Sales,105521,Toshiko,Hofman,9999-01-01
d007,Sales,105662,Jinpo,Hoogerwoord,9999-01-01
d007,Sales,105572,Vivian,Haldar,9999-01-01
d007,Sales,105665,Tonia,Falco,9999-01-01
d007,Sales,105722,Maik,Riefers,9999-01-01
d007,Sales,105595,Gino,Hmelo,9999-01-01
d007,Sales,105886,Stafford,Mitchem,9999-01-01
d007,Sales,105921,Willard,Gubsky,9999-01-01
d007,Sales,105766,Boutros,Callaway,9999-01-01
d007,Sales,105789,Qingxiang,Fordan,9999-01-01
d007,Sales,105800,Golgen,Baig,9999-01-01
d007,Sales,106011,Youpyo,Takanami,9999-01-01
d007,Sales,105852,Filipe,Beetstra,9999-01-01
d007,Sales,106186,Gonzalo,Sewelson,9999-01-01
d007,Sales,106187,Kazuyasu,Rassart,9999-01-01
d007,Sales,106254,Gian,Lowrie,9999-01-01
d007,Sales,106049,Tran,Zhang,9999-01-01
d007,Sales,106255,Luigi,Furedi,9999-01-01
d007,Sales,106293,Froduald,Schicker,9999-01-01
d007,Sales,106383,Yechezkel,Denny,9999-01-01
d007,Sales,106435,Collette,Christ,9999-01-01
d007,Sales,106482,Alselm,Selenyi,9999-01-01
d007,Sales,106447,Tadanori,Herber,9999-01-01
d007,Sales,106447,Tadanori,Herber,9999-01-01
d007,Sales,106630,Vojin,Maliniak,9999-01-01
d007,Sales,106678,Vishwani,Oppitz,9999-01-01
d007,Sales,106897,Susanna,Chaudhury,9999-01-01
d007,Sales,106836,Yurii,Ghemri,9999-01-01
d007,Sales,106838,Hatem,Luke,9999-01-01
d007,Sales,106877,Temple,Hemaspaandra,9999-01-01
d007,Sales,106935,Kazuhiko,Farrow,9999-01-01
d007,Sales,107053,Chinho,Macedo,9999-01-01
d007,Sales,106946,Oksana,Luiz,9999-01-01
d007,Sales,107019,Noritoshi,Majewski,9999-01-01
d007,Sales,107113,Sushant,VanScheik,9999-01-01
d007,Sales,107330,Navid,Bednarek,9999-01-01
d007,Sales,107359,Xiong,Lamma,9999-01-01
d007,Sales,107359,Xiong,Lamma,9999-01-01
d007,Sales,107380,Matt,Demos,9999-01-01
d007,Sales,107383,Heon,Pargas,9999-01-01
d007,Sales,107406,Chanjung,Bernick,9999-01-01
d007,Sales,107474,Taiji,Goodrum,9999-01-01
d007,Sales,107258,Parviz,Zaumen,9999-01-01
d007,Sales,107293,Haldon,Ballarin,9999-01-01
d007,Sales,107307,Eberhardt,Boyle,9999-01-01
d007,Sales,107508,Rajmohan,Mapelli,9999-01-01
d007,Sales,107508,Rajmohan,Mapelli,9999-01-01
d007,Sales,107517,Haldon,Nannarelli,9999-01-01
d007,Sales,107540,Jaques,Soloway,9999-01-01
d007,Sales,107554,Zvonko,Conry,9999-01-01
d007,Sales,107684,Uma,Chandrasekhar,9999-01-01
d007,Sales,107807,Narain,Granlund,9999-01-01
d007,Sales,107693,Kenton,Bharadwaj,9999-01-01
d007,Sales,107712,Sumant,Birjandi,9999-01-01
d007,Sales,107822,Hatem,Kroll,9999-01-01
d007,Sales,108053,Abdelghani,Nilsson,9999-01-01
d007,Sales,108070,Khoa,Bennis,9999-01-01
d007,Sales,107901,Munir,Honiden,9999-01-01
d007,Sales,108122,Moti,Terkki,9999-01-01
d007,Sales,108138,Berto,Middleton,9999-01-01
d007,Sales,108153,Lene,Puppo,9999-01-01
d007,Sales,108212,Masali,Versino,9999-01-01
d007,Sales,107996,Licheng,Nitta,9999-01-01
d007,Sales,107997,Masoud,Perfilyeva,9999-01-01
d007,Sales,108461,Aral,Sury,9999-01-01
d007,Sales,108307,Diederik,Suermann,9999-01-01
d007,Sales,108536,Fumino,Baba,9999-01-01
d007,Sales,108363,Aloke,Luef,9999-01-01
d007,Sales,108367,Rimon,Rouquie,9999-01-01
d007,Sales,108375,Greger,Ananiadou,9999-01-01
d007,Sales,108420,Baruch,Pietrzykowski,9999-01-01
d007,Sales,108541,Jordanka,Mapelli,9999-01-01
d007,Sales,108884,Basant,Deverell,9999-01-01
d007,Sales,108729,Jiang,Vesel,9999-01-01
d007,Sales,108763,Sadegh,Cooke,9999-01-01
d007,Sales,108842,Giordano,Heijenga,9999-01-01
d007,Sales,108850,Soenke,Honiden,9999-01-01
d007,Sales,109083,Moto,Merel,9999-01-01
d007,Sales,109189,Billie,Codenie,9999-01-01
d007,Sales,109117,Arnould,Garnier,9999-01-01
d007,Sales,109125,Adly,Piveteau,9999-01-01
d007,Sales,109318,Gift,Brlek,9999-01-01
d007,Sales,109334,Tsutomu,Alameldin,9999-01-01
d007,Sales,109379,Ramya,Rindone,9999-01-01
d007,Sales,109380,Kagan,Luan,9999-01-01
d007,Sales,109560,Ymte,Hoogerwoord,9999-01-01
d007,Sales,109643,Faiza,Ratzlaff,9999-01-01
d007,Sales,109740,Jacqueline,Bahl,9999-01-01
d007,Sales,109824,Aleksander,Luit,9999-01-01
d007,Sales,111133,Hauke,Zhang,9999-01-01
d007,Sales,109902,Kersti,Terlouw,9999-01-01
d007,Sales,200079,Candida,Riefers,9999-01-01
d007,Sales,109966,Khatoun,Valette,9999-01-01
d007,Sales,200116,Eben,Nivat,9999-01-01
d007,Sales,200289,Thodoros,Schurmann,9999-01-01
d007,Sales,200166,Huan,Feldmann,9999-01-01
d007,Sales,200171,Hilari,Gyorkos,9999-01-01
d007,Sales,200382,Mansur,Pauthner,9999-01-01
d007,Sales,200247,Chaoyi,Beznosov,9999-01-01
d007,Sales,200564,Elrique,Kenevan,9999-01-01
d007,Sales,200575,Izaskun,Kuzuoka,9999-01-01
d007,Sales,200433,Gilbert,Bolotov,9999-01-01
d007,Sales,200612,Dannz,Veevers,9999-01-01
d007,Sales,200455,Aksel,Businaro,9999-01-01
d007,Sales,200618,Berna,Panienski,9999-01-01
d007,Sales,200658,Nathan,Gire,9999-01-01
d007,Sales,200511,Duke,Gilg,9999-01-01
d007,Sales,200880,Francesca,Matheson,9999-01-01
d007,Sales,200951,Shalesh,Brender,9999-01-01
d007,Sales,200714,JoAnne,Sudbeck,9999-01-01
d007,Sales,200715,Gretta,Schwabacher,9999-01-01
d007,Sales,200722,Nahla,Delgrande,9999-01-01
d007,Sales,200743,Annemarie,Roohalamini,9999-01-01
d007,Sales,200750,Jeane,Kusakabe,9999-01-01
d007,Sales,200768,Minghong,Schmittgen,9999-01-01
d007,Sales,200956,Alassane,Kadhim,9999-01-01
d007,Sales,200958,Khatoun,Rabehasaina,9999-01-01
d007,Sales,200809,Arvin,Basawa,9999-01-01
d007,Sales,201266,Uma,Rissanen,9999-01-01
d007,Sales,201135,Shaw,Jahnichen,9999-01-01
d007,Sales,201141,Jiafu,Zielinski,9999-01-01
d007,Sales,201178,Kristof,Conta,9999-01-01
d007,Sales,201191,Kitty,Basagni,9999-01-01
d007,Sales,201195,Torsten,Trogemann,9999-01-01
d007,Sales,201228,Shem,Jayawardene,9999-01-01
d007,Sales,201306,Mani,Landherr,9999-01-01
d007,Sales,201358,Toshimitsu,Erdmenger,9999-01-01
d007,Sales,201426,Garnet,Sudkamp,9999-01-01
d007,Sales,201362,Pradeep,Luck,9999-01-01
d007,Sales,201547,Sampalli,Juneja,9999-01-01
d007,Sales,201462,Jolita,Erva,9999-01-01
d007,Sales,201645,Gino,Olano,9999-01-01
d007,Sales,201544,Krister,Zaiane,9999-01-01
d007,Sales,201848,Elvis,Ebeling,9999-01-01
d007,Sales,201878,Mani,Binding,9999-01-01
d007,Sales,202149,Pragnesh,Bridgland,9999-01-01
d007,Sales,202013,Tremaine,Luders,9999-01-01
d007,Sales,202223,Marit,Waschkowski,9999-01-01
d007,Sales,202014,Mara,Bernatsky,9999-01-01
d007,Sales,202042,Margareta,Strehl,9999-01-01
d007,Sales,202063,Xiaoqiu,Flanders,9999-01-01
d007,Sales,202418,Xumin,Vuskovic,9999-01-01
d007,Sales,202473,Sigeru,Perry,9999-01-01
d007,Sales,202271,Josyula,Benner,9999-01-01
d007,Sales,202553,Limsoon,Krichel,9999-01-01
d007,Sales,202310,Krister,Perko,9999-01-01
d007,Sales,202315,Kirk,Mersereau,9999-01-01
d007,Sales,202339,Zine,Schaaf,9999-01-01
d007,Sales,202360,Indrajit,Jeong,9999-01-01
d007,Sales,202372,Bernardo,Msuda,9999-01-01
d007,Sales,202937,Heejo,Schlegelmilch,9999-01-01
d007,Sales,202941,Phuoc,Sinitsyn,9999-01-01
d007,Sales,202948,Haldon,Bruckman,9999-01-01
d007,Sales,203214,Paraskevi,Kilgour,9999-01-01
d007,Sales,202971,Fun,Dayana,9999-01-01
d007,Sales,202982,Takahito,Ritcey,9999-01-01
d007,Sales,202996,Tze,Hutter,9999-01-01
d007,Sales,203053,Shrikanth,Luke,9999-01-01
d007,Sales,203069,Hidekazu,DiGiano,9999-01-01
d007,Sales,203088,Hairong,Braunschweig,9999-01-01
d007,Sales,203216,Seongbin,Hofman,9999-01-01
d007,Sales,203238,Fei,Zallocco,9999-01-01
d007,Sales,203405,Alper,Giaccio,9999-01-01
d007,Sales,203434,Yannik,Boreale,9999-01-01
d007,Sales,203268,Uno,Poujol,9999-01-01
d007,Sales,203522,Make,Biros,9999-01-01
d007,Sales,203305,Naftali,Huttel,9999-01-01
d007,Sales,203342,Uta,Wissmann,9999-01-01
d007,Sales,203364,Spyrose,Herber,9999-01-01
d007,Sales,203577,Niteen,Glowinski,9999-01-01
d007,Sales,203385,Subhrajyoti,Maginnis,9999-01-01
d007,Sales,203385,Subhrajyoti,Maginnis,9999-01-01
d007,Sales,203578,Vojin,Codenie,9999-01-01
d007,Sales,203593,Leszek,Kirkerud,9999-01-01
d007,Sales,203595,Aria,Ariola,9999-01-01
d007,Sales,203600,Fai,Journel,9999-01-01
d007,Sales,203645,Tadahiro,Syang,9999-01-01
d007,Sales,203656,Chinhyun,Brodal,9999-01-01
d007,Sales,203656,Chinhyun,Brodal,9999-01-01
d007,Sales,203792,Hatim,Mahmud,9999-01-01
d007,Sales,203953,Lucian,Pokrovskii,9999-01-01
d007,Sales,204110,Shaw,Kalsbeek,9999-01-01
d007,Sales,204062,Kerhong,Fadgyas,9999-01-01
d007,Sales,204067,Brigham,Pews,9999-01-01
d007,Sales,204134,Xiaobin,Hofmeyr,9999-01-01
d007,Sales,204090,Brigham,Collette,9999-01-01
d007,Sales,204104,Patricio,Usdin,9999-01-01
d007,Sales,204142,Xiping,Valette,9999-01-01
d007,Sales,204219,Sakthirel,Halloran,9999-01-01
